d_ratio,k_left
0.4390243902439024,4
0.8493150684931505,3
1.8343949044585983,2
0.7100000000000001,10
1.6663078579117332,9
0.10568031704095114,8
1.28380187416332,7
0.7672131147540985,6
0.3195488721804512,5
0.2168674698795181,4
0.3757961783439491,3
1.5776699029126218,2
1.1399999999999997,10
1.3408577878103836,9
0.11671087533156498,8
0.5558546433378195,7
0.09649122807017543,6
1.337295690936107,5
1.3387423935091276,4
0.7317073170731707,3
0.5483870967741935,2
1.8,10
0.6475609756097561,9
0.2943495400788437,8
1.5470668485675312,7
0.9457092819614712,6
1.0810810810810814,5
1.0822281167108758,4
0.250909090909091,3
0.3571428571428573,2
1.5599999999999996,10
1.300947867298578,9
1.3407202216066478,8
0.16306156405990013,7
1.8398637137989773,6
0.4791154791154789,5
1.2065217391304341,4
0.1284046692607003,3
1.0487804878048772,2
1.4700000000000002,10
1.8464243845252057,9
0.09439528023598824,8
0.10447761194029856,7
0.290909090909091,6
1.5286624203821662,5
0.8440366972477069,4
1.072674418604652,3
0.6877828054298649,2
0.4299999999999999,10
0.9874608150470219,9
1.4741784037558683,8
1.530935251798561,7
0.09944751381215466,6
1.5168539325842694,5
1.7849462365591389,4
0.13106796116504846,3
1.6142131979695422,2
0.7,10
1.025806451612903,9
1.9611650485436893,8
1.485530546623794,7
0.4040816326530612,6
0.6345733041575492,5
0.6917293233082706,4
1.9636363636363636,3
0.6842105263157894,2
0.38,10
0.7016632016632017,9
1.6595264937993237,8
1.155049786628734,7
0.8279386712095402,6
0.7312252964426879,5
0.564814814814815,4
1.1886792452830193,3
0.6428571428571432,2
1.8689320388349515,5
0.9076814658210008,4
0.5578851412944394,3
0.5128779395296753,2
0.0988857938718663,2
1.553550144730121,8
1.9901743264659273,7
1.8361381753764394,6
1.2933418421612426,5
0.907890961262554,4
0.09910913140311806,3
0.9627639155470251,2
1.6439952654101795,8
1.861104744441898,7
0.700593193880737,6
1.8310357016613648,5
0.5521472392638039,4
0.7036557748301523,3
1.8131868131868143,2
1.2895103503184713,3
0.2782335486123233,2
0.36135508155583435,9
0.5960784313725489,8
1.957627118644068,7
0.38823529411764707,6
1.729559748427673,5
1.8974358974358976,4
0.9878048780487808,3
1.5090909090909095,2
0.6746486486486486,7
1.2612310821319614,6
1.1842005604786787,5
0.5478364430329494,4
1.3864995400183986,3
0.2800940774000425,2
0.18920487521764362,4
0.7858665854401462,3
0.9228229467602147,2
1.40625,6
1.3642413487133984,5
1.8303843807199511,4
0.998875140607424,3
1.4569983136593592,2
0.6534653465346535,7
0.1310452418096724,6
0.7097288676236044,5
0.3568773234200743,4
1.0163265306122446,3
0.611111111111111,2
0.28421052631578947,9
0.6521739130434783,8
0.3727810650887574,7
0.2625,6
1.3071895424836604,5
0.7079646017699116,4
1.9032258064516128,3
1.2352941176470589,2
0.8163265306122449,4
0.15384615384615385,3
1.135135135135135,2
0.625,10
0.6,9
0.5714285714285715,8
0.5384615384615385,7
0.5000000000000001,6
1.3636363636363638,5
1.5000000000000002,4
0.6000000000000002,3
0.5000000000000002,2
1.2307692307692308,4
0.6666666666666667,3
0.8571428571428572,2
0.7657841140529531,3
0.09845031905195989,2
1.473684210526316,7
0.4,6
0.29761904761904767,5
1.5189873417721522,4
1.102040816326531,3
0.6451612903225811,2
0.9815698178664354,3
1.5694489203996136,2
1.1096877502001603,6
0.1424361493123772,5
0.6713852376137512,4
0.5613608748481166,3
1.303437967115097,2
0.81875,4
1.0137524557956779,3
1.4480712166172105,2
1.3925501432664757,6
0.9701492537313433,5
1.5370370370370368,4
1.9398496240601502,3
1.1489361702127658,2
1.1,2
1.0655737704918031,5
1.4999999999999996,4
0.9999999999999998,3
1.6999999999999993,2
0.39527027027027034,9
1.093050647820966,8
0.13369713506139158,7
1.4019471488178028,6
1.7876588021778586,5
0.5084745762711865,4
0.23300970873786417,3
1.5298245614035095,2
1.172161172161172,10
1.6804979253112033,9
1.9591836734693875,8
1.3006756756756757,7
1.6182572614107884,6
1.164772727272727,5
0.6814814814814814,4
0.5357142857142856,3
1.08695652173913,2
1.3955696202531644,9
1.6779026217228465,8
0.962085308056872,7
0.4945054945054946,6
0.08982035928143713,5
0.0975609756097561,4
1.9125,3
1.0689655172413797,2
0.33663366336633666,2
1.6268907563025212,4
1.7616349656009713,3
1.2843137254901964,2
1.3807531380753137,5
1.1857968620974402,4
0.42957746478873243,3
1.3534246575342468,2
1.5390625,2
0.3333333333333333,2
0.8571428571428571,6
0.8333333333333334,5
0.7999999999999999,4
0.75,3
0.6666666666666667,2
0.09615384615384616,4
1.943349753694581,3
1.3146853146853141,2
1.2310606060606064,5
0.08040201005025127,4
1.630769230769231,3
1.370786516853933,2
0.3465346534653465,7
0.75,6
1.7261904761904763,5
1.7454545454545451,4
1.4516129032258063,3
0.9999999999999997,2
0.1507537688442211,10
0.8207908163265306,9
1.2463157894736843,8
0.4771404821280133,7
0.9901873327386264,6
0.8600427350427351,5
1.3161290322580645,4
1.4711538461538463,3
0.11320754716981134,2
0.8861985472154963,3
0.40549828178694153,2
1.8483412322274884,3
1.9259259259259265,2
1.003184713375796,9
1.6272401433691757,8
0.6614173228346456,7
0.6111801242236024,6
0.22130013831258644,5
0.532561505065123,4
1.712854757929883,3
1.6887159533073928,2
1.4285714285714286,10
0.31179775280898875,9
0.20174587778855477,8
0.9263681592039799,7
1.637614678899082,6
1.7507886435331226,5
0.3786407766990289,4
1.6246648793565672,3
1.0292397660818697,2
0.38095238095238093,8
0.8166666666666668,7
0.6226415094339622,6
1.1578947368421053,5
1.698630136986301,4
0.07142857142857141,3
1.9024390243902436,2
0.7000000000000001,10
1.5483870967741935,9
0.5194805194805195,8
1.0694444444444446,7
1.0819672131147544,6
0.30000000000000004,5
1.191489361702128,4
0.8181818181818186,3
1.4166666666666676,2
0.6,10
0.6702127659574469,9
0.7356321839080461,8
0.7974683544303798,7
0.2571428571428572,6
1.4925373134328361,5
1.5319148936170215,4
0.103448275862069,3
0.1428571428571429,2
0.09999999999999998,10
1.6363636363636358,9
0.6913580246913579,8
0.6621621621621621,7
1.5223880597014923,6
1.6999999999999997,5
0.606060606060606,4
1.7142857142857137,3
0.16666666666666657,2
1.2,10
1.0227272727272727,9
0.5128205128205129,8
1.3424657534246576,7
1.2203389830508475,6
1.1702127659574468,5
1.5555555555555558,4
1.090909090909091,3
0.1428571428571429,2
1.0999999999999999,10
1.0112359550561798,9
1.620253164556962,8
0.6666666666666666,7
1.2631578947368418,6
0.7777777777777778,5
0.4210526315789473,4
0.08823529411764704,3
1.4545454545454541,2
0.7999999999999999,10
1.1739130434782608,9
1.9,8
1.262295081967213,7
1.0799999999999996,6
0.24390243902439016,5
0.9230769230769228,4
0.8999999999999996,3
1.4285714285714275,2
1.4999999999999998,10
1.2705882352941176,9
0.10958904109589042,8
0.19444444444444445,7
1.2857142857142858,6
0.3636363636363637,5
0.9411764705882355,4
0.6923076923076924,3
1.666666666666667,2
1.5999999999999999,10
0.4285714285714286,9
0.1,8
1.3291139240506329,7
0.18750000000000003,6
0.0806451612903226,5
0.45901639344262307,4
0.8888888888888892,3
0.3157894736842107,2
1.5999999999999999,10
0.5357142857142858,9
0.10126582278481014,8
1.525641025641026,7
0.09836065573770494,6
0.6666666666666669,5
0.6153846153846155,4
0.5454545454545455,3
0.05555555555555557,2
1.0,10
1.3,9
1.1428571428571428,8
1.803030303030303,7
1.1020408163265305,6
0.125,5
1.2307692307692306,4
0.1111111111111111,3
0.8461538461538461,2
0.2,10
0.7346938775510206,9
0.3555555555555556,8
0.16279069767441862,7
0.2142857142857143,6
0.6790123456790125,5
0.45714285714285724,4
1.0645161290322582,3
1.5500000000000003,2
0.09999999999999999,10
1.0909090909090908,9
0.09195402298850575,8
1.5465116279069768,7
0.537313432835821,6
0.16393442622950824,5
0.27118644067796616,4
1.0363636363636368,3
1.0000000000000004,2
0.8999999999999999,10
1.1868131868131868,9
1.7215189873417722,8
1.2419354838709677,7
0.7058823529411764,6
1.888888888888889,5
1.2857142857142856,4
0.15789473684210525,3
1.6666666666666665,2
1.4000000000000004,10
0.313953488372093,9
1.5421686746987955,8
0.10447761194029855,7
1.9090909090909094,6
0.8888888888888892,5
0.2162162162162163,4
0.2571428571428573,3
0.6875000000000003,2
1.7,10
1.3012048192771084,9
1.1267605633802817,8
1.1475409836065573,7
0.7058823529411764,6
1.0,5
0.3333333333333333,4
1.090909090909091,3
0.28571428571428575,2
1.2,10
0.30681818181818177,9
0.09411764705882353,8
1.6666666666666667,7
1.4062500000000002,6
0.10204081632653064,5
1.5000000000000004,4
1.6000000000000005,3
0.714285714285715,2
1.7,10
1.7349397590361446,9
0.35820895522388063,8
0.5468750000000001,7
1.016949152542373,6
0.5102040816326532,5
0.8181818181818183,4
0.5142857142857145,3
0.5517241379310347,2
0.09999999999999999,10
0.5454545454545454,9
0.25806451612903225,8
0.8555555555555556,7
1.89873417721519,6
0.5555555555555556,5
0.16666666666666669,4
1.4347826086956526,3
0.7500000000000002,2
0.5,10
0.09473684210526316,9
1.6170212765957448,8
0.7466666666666667,7
1.0746268656716416,6
0.9999999999999999,5
1.727272727272727,4
0.9599999999999997,3
1.6470588235294115,2
0.39999999999999997,10
1.03125,9
1.7882352941176471,8
1.8030303030303032,7
1.2244897959183676,6
0.12820512820512822,5
1.3684210526315794,4
0.4800000000000002,3
0.4761904761904765,2
0.7929999999999999,10
1.6735092864125125,9
1.50393595730487,8
1.5976010515938224,7
1.0142644241004901,6
0.6174737381501412,5
1.8111663256357797,4
1.0673076923076932,3
0.9519071310116098,2
0.7849999999999999,10
1.8273467173087359,9
0.8061002178649238,8
1.539067231980618,7
0.5927795031055901,6
1.6627180702132245,5
0.22975153275250085,4
0.6953098254022596,3
0.556149732620321,2
1.206,10
1.7613145326358883,9
0.7532871483104766,8
1.4093959731543626,7
0.1653312487785812,6
0.21503215434083603,5
0.25787484250314996,4
0.09966329966329966,3
0.2832598096122591,2
0.16599999999999998,10
0.32397803538743136,9
0.38396624472573837,8
0.36686980609418285,7
1.2256782039289056,6
0.872887582659809,5
0.9684885170019584,4
0.3932346723044398,3
1.1576101649094352,2
0.869,10
1.2024969882816778,9
0.28416129440020227,8
1.6137614678899082,7
1.2355646397547269,6
1.3159588159588163,5
1.6582241630276569,4
1.1203381402287425,3
0.7349206349206353,2
0.7100000000000001,10
0.8215285252960174,9
1.3333333333333335,8
1.218905472636816,7
1.474698795180723,6
0.39251483340940213,5
0.804358593363051,4
1.9491630502169872,3
1.6442477876106196,2
1.799,10
1.8963541031581517,9
0.6785107369071528,8
1.5195813639432816,7
1.5601552393272962,6
0.3933566433566434,5
0.7956989247311828,4
1.0221081721279117,3
0.719760479041916,2
0.841,10
0.09924664264657714,9
0.8531684698608965,8
0.22577854671280276,7
0.7700166006895671,6
0.1816583650747143,5
1.5129218607479475,4
0.4899755501222493,3
1.6715371127995322,2
0.5860000000000001,10
0.2160611854684512,9
0.7496734871571615,8
1.0919899123333734,7
0.5941946499715424,6
0.5448515476942515,5
1.2952853598014888,4
1.0867627785058975,3
0.26058364159473896,2
0.8209999999999998,10
1.658023749863819,9
0.501068376068376,8
1.1638410029918786,7
0.5372522214627475,6
1.7792792792792786,5
0.7331002331002326,4
0.3157331430610058,3
0.8867623604465701,2
0.353,10
0.21270861407691508,9
1.550907739675125,8
1.3671802976425658,7
0.23469721767594112,6
0.9836484414920799,5
0.6819338422391857,4
0.8911042944785276,3
1.2596363636363637,2
1.902,10
1.0413682390713757,9
0.8412232928361961,8
1.4506866416978774,7
0.8031496062992126,6
0.6545454545454544,5
1.5711297071129706,4
0.3320413436692506,3
0.5578692493946731,2
0.6630000000000001,10
0.1648281032451537,9
0.7506000436395375,8
0.9826631350830725,7
1.749579831932773,6
1.280150257018584,5
1.9952165825139512,4
1.493637327677624,3
0.09926082365364297,2
1.552,10
0.6999289772727273,9
0.35938903863432164,8
1.1796801505174037,7
1.3896880556004527,6
1.7816575515355493,5
0.8117647058823529,4
1.4661746617466176,3
1.3456295108259828,2
1.576,10
1.2895299145299146,9
0.4411805459332133,8
0.21352104414136974,7
0.9139313265769174,6
1.4793004996431123,5
0.8890015205271163,4
0.2805474095796678,3
0.0999281092739037,2
1.7240000000000002,10
1.7943450942484294,9
0.39118623603984315,8
0.8786099650904476,7
0.9798584648884053,6
1.1505096508349602,5
1.1673239436619722,4
1.5548926014319817,3
0.9000825763831554,2
1.032,10
0.8008474576271185,9
0.45042839657282735,8
0.9242542153047988,7
0.8356246264196053,6
1.7925347222222217,5
1.5599458728010818,4
0.6854480922803899,3
0.27947096032202395,2
1.932,10
1.5907288051561723,9
1.4971394158386027,8
0.5250972402296721,7
0.09971966359631557,6
1.8438199959275094,5
1.5664516129032255,4
1.4745493107104979,3
0.7549530761209589,2
1.959,10
0.7778883223479667,9
0.20800435611216989,8
0.45786163522012574,7
1.7711978465679674,6
1.4406959473795882,5
0.8226527570789863,4
1.1437148217636017,3
0.22680412371134004,2
0.196,10
0.9409424724602202,9
0.6861829365531381,8
0.16832793421380512,7
0.9620834929145922,6
0.9723278090314733,5
1.213288033220083,4
1.072067190463289,3
0.13659359190556494,2
1.95,10
1.6993788819875775,9
1.8866768759571206,8
0.7434869739478958,7
0.295964125560538,6
0.3066037735849056,5
1.7989949748743712,4
1.7123287671232867,3
0.7872340425531904,2
0.54,10
1.959830866807611,9
0.10810810810810811,8
0.12465753424657534,7
0.3598326359832636,6
1.5207715133531152,5
1.202558635394456,4
1.3810975609756093,3
0.5423728813559319,2
0.09,10
1.4349142280524723,9
0.5762304921968787,8
1.9741267787839587,7
1.1675675675675674,6
0.48098434004474266,5
0.9405940594059403,4
0.38834951456310673,3
1.1375464684014867,2
0.26,10
0.49897330595482553,9
1.0608695652173914,8
0.5789473684210527,7
0.18852459016393444,6
1.974612129760226,5
1.8834498834498838,4
1.612334801762115,3
1.1238095238095247,2
1.66,10
0.8633093525179857,9
0.1273209549071618,8
0.23584905660377356,7
1.5230125523012552,6
0.6728971962616823,5
1.615550755939525,4
1.1413043478260871,3
1.1578947368421055,2
0.9,10
0.24725274725274726,9
1.3920903954802262,8
0.9671682626538988,7
0.3619047619047619,6
1.5625000000000002,5
1.4643734643734643,4
1.244186046511628,3
0.5960264900662252,2
0.4599999999999999,10
0.45283018867924524,9
0.08830022075055188,8
1.3671875,7
1.656033287101248,6
0.36398467432950193,5
1.7355371900826444,4
1.9598540145985397,3
1.894736842105262,2
0.1,10
1.7090909090909088,9
1.0773067331670825,8
0.8573487031700289,7
0.09852216748768475,6
1.2604340567612689,5
1.0267857142857142,4
0.5495495495495495,3
1.5661764705882348,2
1.3499999999999999,10
1.987283236994219,9
1.899109792284866,8
0.09533073929961086,7
0.2721893491124259,6
0.35123966942148754,5
0.9777777777777775,4
0.9264705882352936,3
1.1063829787234036,2
1.75,10
0.14181818181818182,9
0.7783251231527095,8
1.4802182810368352,7
1.5259515570934257,6
1.8445475638051048,5
1.897058823529412,4
1.426573426573427,3
1.1733333333333338,2
0.1,10
0.09999999999999999,9
0.2860061287027579,8
1.4978813559322033,7
1.9245283018867918,6
0.6746031746031743,5
0.3027522935779815,4
0.1339950372208436,3
0.9402597402597398,2
1.01,10
1.771968854282536,9
0.520775623268698,8
1.628148148148148,7
1.4478764478764479,6
0.15267175572519082,5
0.16797900262467189,4
1.972602739726027,3
0.33599999999999985,2
0.24,10
0.903688524590164,9
0.4646924829157176,8
0.27932285368802906,7
0.6120906801007557,6
1.6409537166900423,5
0.22546972860125267,4
0.09955752212389381,3
1.8855835240274603,2
1.6900000000000004,10
1.0613718411552349,9
1.1350613915416101,8
0.934817170111288,7
0.09908256880733947,6
0.11194029850746272,5
1.320610687022901,4
1.3418803418803424,3
0.19587628865979398,2
0.91,10
0.32673267326732675,9
0.9680365296803654,8
0.4818181818181819,7
1.5732217573221758,6
1.2570888468809076,5
0.45454545454545464,4
0.8119658119658121,3
1.2343750000000007,2
0.88,10
0.7203947368421053,9
1.2014302741358762,8
1.1192145862552596,7
0.7011686143572622,6
0.8790170132325144,5
1.3394495412844039,4
0.5586206896551725,3
0.4237288135593221,2
0.67,10
0.6366559485530547,9
1.0149942329873127,8
0.332892998678996,7
1.073509015256588,6
1.9172297297297298,5
1.063013698630137,4
0.7388059701492539,3
0.3663366336633664,2
0.79,10
0.4104234527687296,9
1.0011376564277588,8
0.600780234070221,7
0.9900426742532004,6
0.8603066439522997,5
1.975308641975308,4
1.2073170731707312,3
0.21768707482993177,2
0.09999999999999998,10
1.5181818181818176,9
0.23329283110571075,8
1.2090112640800998,7
1.4704992435703477,6
1.7535070140280553,5
1.7901234567901223,4
0.8715083798882672,3
1.401574803149604,2
1.71,10
0.4668275030156816,9
1.0279898218829517,8
1.2364963503649635,7
0.09574468085106383,6
1.2792792792792793,5
1.8983050847457628,4
1.6589861751152075,3
0.7835051546391752,2
1.9163952225841476,10
0.48959032907991945,9
0.09659090909090912,8
1.5751258087706688,7
1.8256029684601116,6
1.6066666666666671,5
1.1866404715127705,4
1.2905027932960902,3
1.2058823529411775,2
1.21671826625387,3
0.6770833333333334,2
1.1322505800464036,2
1.2346263008514664,9
0.46491228070175433,8
1.678696158323632,7
0.8728943338437976,6
1.5412186379928314,5
1.8652849740932638,4
0.5825242718446598,3
0.771084337349397,2
1.9430051813471505,10
1.881028938906753,9
1.3116531165311656,8
1.6677471636953003,7
0.9829787234042556,6
0.9541984732824431,5
1.9622641509433973,4
1.51851851851852,3
0.7000000000000015,2
1.9153846153846152,3
0.21276595744680848,2
0.4181264280274181,9
1.6421725239616611,8
1.9768844221105528,7
1.3277310924369747,6
1.2140287769784173,5
1.2446555819477432,4
0.6103448275862067,3
0.3982683982683981,2
1.2648221343873518,10
1.5475113122171944,9
0.08743169398907104,8
1.72744014732965,7
0.689486552567237,6
1.5055248618784527,5
1.154150197628458,4
0.8666666666666661,3
1.249999999999999,2
1.2036753445635529,9
1.56040070713023,8
0.753294289897511,7
0.36423297785069736,6
0.8864628820960699,5
0.4585987261146498,4
0.5755395683453239,3
1.4777448071216621,2
1.3333333333333335,7
